s1,lc1(s1),lc1(lc1(s1)),lc2(s1),rc1(s1),rc1(rc1(s1)),rc2(s1),s2,lc1(s2),lc1(lc1(s2)),lc2(s2),rc1(s2),rc1(rc1(s2)),rc2(s2),s3,b1,b2,b3,s1.t,lc1(s1).t,lc1(lc1(s1)).t,lc2(s1).t,rc1(s1).t,rc1(rc1(s1)).t,rc2(s1).t,s2.t,lc1(s2).t,lc1(lc1(s2)).t,lc2(s2).t,rc1(s2).t,rc1(rc1(s2)).t,rc2(s2).t,s3.t,b1.t,b2.t,b3.t,lc1(s1).l,lc1(lc1(s1)).l,lc2(s1).l,rc1(s1).l,rc1(rc1(s1)).l,rc2(s1).l,lc1(s2).l,lc1(lc1(s2)).l,lc2(s2).l,rc1(s2).l,rc1(rc1(s2)).l,rc2(s2).l,transition
204,0,0,0,0,0,0,786,465,0,141,489,0,0,211,476,764,339,13,0,0,0,0,0,0,35,13,0,20,24,0,0,34,21,30,31,0,0,0,0,0,0,23,0,31,20,0,0,0
476,0,0,0,0,0,0,204,0,0,0,0,0,0,786,764,339,750,21,0,0,0,0,0,0,13,0,0,0,0,0,0,35,30,31,24,0,0,0,0,0,0,0,0,0,0,0,0,17
476,204,0,0,0,0,0,786,465,0,141,489,0,0,211,764,339,750,21,13,0,0,0,0,0,35,13,0,20,24,0,0,34,30,31,24,9,0,0,0,0,0,23,0,31,20,0,0,54
786,465,0,141,476,0,489,211,745,0,3,0,0,0,717,764,339,750,35,13,0,20,21,0,24,34,13,0,41,0,0,0,32,30,31,24,23,0,31,27,0,20,23,0,35,0,0,0,0
764,0,0,0,0,0,0,786,465,0,141,476,0,489,211,339,750,414,30,0,0,0,0,0,0,35,13,0,20,21,0,24,34,31,24,13,0,0,0,0,0,0,23,0,31,27,0,20,0
339,0,0,0,0,0,0,764,0,0,0,0,0,0,786,750,414,303,31,0,0,0,0,0,0,30,0,0,0,0,0,0,35,24,13,33,0,0,0,0,0,0,0,0,0,0,0,0,45
339,764,0,0,0,0,0,786,465,0,141,476,0,489,211,750,414,303,31,30,0,0,0,0,0,35,13,0,20,21,0,24,34,24,13,33,23,0,0,0,0,0,23,0,31,27,0,20,0
750,0,0,0,0,0,0,339,764,0,0,0,0,0,786,414,303,322,24,0,0,0,0,0,0,31,30,0,0,0,0,0,35,13,33,14,0,0,0,0,0,0,23,0,0,0,0,0,40
339,764,0,0,750,0,0,786,465,0,141,476,0,489,211,414,303,322,31,30,0,0,24,0,0,35,13,0,20,21,0,24,34,13,33,14,23,0,0,20,0,0,23,0,31,27,0,20,0
414,0,0,0,0,0,0,339,764,0,0,750,0,0,786,303,322,196,13,0,0,0,0,0,0,31,30,0,0,24,0,0,35,33,14,21,0,0,0,0,0,0,23,0,0,20,0,0,0
303,0,0,0,0,0,0,414,0,0,0,0,0,0,339,322,196,3,33,0,0,0,0,0,0,13,0,0,0,0,0,0,31,14,21,1,0,0,0,0,0,0,0,0,0,0,0,0,45
303,414,0,0,0,0,0,339,764,0,0,750,0,0,786,322,196,3,33,13,0,0,0,0,0,31,30,0,0,24,0,0,35,14,21,1,23,0,0,0,0,0,23,0,0,20,0,0,0
322,0,0,0,0,0,0,303,414,0,0,0,0,0,339,196,3,11,14,0,0,0,0,0,0,33,13,0,0,0,0,0,31,21,1,5,0,0,0,0,0,0,23,0,0,0,0,0,0
196,0,0,0,0,0,0,322,0,0,0,0,0,0,303,3,11,0,21,0,0,0,0,0,0,14,0,0,0,0,0,0,33,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9
196,322,0,0,0,0,0,303,414,0,0,0,0,0,339,3,11,0,21,14,0,0,0,0,0,33,13,0,0,0,0,0,31,1,5,0,5,0,0,0,0,0,23,0,0,0,0,0,40
303,414,0,0,196,0,0,339,764,0,0,750,0,0,786,3,11,0,33,13,0,0,21,0,0,31,30,0,0,24,0,0,35,1,5,0,23,0,0,20,0,0,23,0,0,20,0,0,6
339,764,0,0,303,196,750,786,465,0,141,476,0,489,211,3,11,0,31,30,0,0,33,21,24,35,13,0,20,21,0,24,34,1,5,0,23,0,0,3,20,20,23,0,31,27,0,20,6
786,465,0,141,339,303,476,211,745,0,3,0,0,0,717,3,11,0,35,13,0,20,31,33,21,34,13,0,41,0,0,0,32,1,5,0,23,0,31,3,3,27,23,0,35,0,0,0,6
211,745,0,3,786,339,0,717,808,468,432,0,0,0,221,3,11,0,34,13,0,41,35,31,0,32,37,13,24,0,0,0,18,1,5,0,23,0,35,3,3,0,27,9,31,0,0,0,0
3,0,0,0,0,0,0,211,745,0,3,786,339,0,717,11,0,0,1,0,0,0,0,0,0,34,13,0,41,35,31,0,32,5,0,0,0,0,0,0,0,0,23,0,35,3,3,0,70
211,745,0,3,3,0,786,717,808,468,432,0,0,0,221,11,0,0,34,13,0,41,1,0,35,32,37,13,24,0,0,0,18,5,0,0,23,0,35,35,0,3,27,9,31,0,0,0,22
717,808,468,432,211,3,0,221,191,0,0,9,0,694,536,11,0,0,32,37,13,24,34,1,0,18,10,0,0,2,0,34,32,5,0,0,27,9,31,11,35,0,18,0,0,35,0,1,4
221,191,0,0,717,211,9,536,563,62,0,0,0,0,1,11,0,0,18,10,0,0,32,34,2,32,18,19,0,0,0,0,0,5,0,0,18,0,0,2,11,35,31,12,0,0,0,0,40
536,563,62,0,221,717,0,1,0,0,0,0,0,0,0,11,0,0,32,18,19,0,18,32,0,0,0,0,0,0,0,0,0,5,0,0,31,12,0,20,2,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,536,563,62,0,221,717,0,1,0,0,0,5,0,0,0,0,0,0,32,18,19,0,18,32,0,0,0,0,0,0,0,0,0,0,0,31,12,0,20,2,0,70
536,563,62,0,11,0,221,1,0,0,0,0,0,0,0,0,0,0,32,18,19,0,5,0,18,0,0,0,0,0,0,0,0,0,0,0,31,12,0,35,0,20,0,0,0,0,0,0,73
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,198,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,32,13,0,0,0,0,0,0,0,0,0,0,0,0,0
432,0,0,0,0,0,0,1,0,0,0,0,0,0,0,198,745,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,13,41,0,0,0,0,0,0,0,0,0,0,0,0,0
198,0,0,0,0,0,0,432,0,0,0,0,0,0,1,745,3,50,32,0,0,0,0,0,0,24,0,0,0,0,0,0,0,13,41,19,0,0,0,0,0,0,0,0,0,0,0,0,61
198,432,0,0,0,0,0,1,0,0,0,0,0,0,0,745,3,50,32,24,0,0,0,0,0,0,0,0,0,0,0,0,0,13,41,19,31,0,0,0,0,0,0,0,0,0,0,0,0
745,0,0,0,0,0,0,198,432,0,0,0,0,0,1,3,50,350,13,0,0,0,0,0,0,32,24,0,0,0,0,0,0,41,19,36,0,0,0,0,0,0,31,0,0,0,0,0,0
3,0,0,0,0,0,0,745,0,0,0,0,0,0,198,50,350,569,41,0,0,0,0,0,0,13,0,0,0,0,0,0,32,19,36,26,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,0,0,0,0,0,3,0,0,0,0,0,0,745,350,569,779,19,0,0,0,0,0,0,41,0,0,0,0,0,0,13,36,26,31,0,0,0,0,0,0,0,0,0,0,0,0,0
350,0,0,0,0,0,0,50,0,0,0,0,0,0,3,569,779,224,36,0,0,0,0,0,0,19,0,0,0,0,0,0,41,26,31,18,0,0,0,0,0,0,0,0,0,0,0,0,0
569,0,0,0,0,0,0,350,0,0,0,0,0,0,50,779,224,382,26,0,0,0,0,0,0,36,0,0,0,0,0,0,19,31,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0
779,0,0,0,0,0,0,569,0,0,0,0,0,0,350,224,382,746,31,0,0,0,0,0,0,26,0,0,0,0,0,0,36,18,13,10,0,0,0,0,0,0,0,0,0,0,0,0,51
779,569,0,0,0,0,0,350,0,0,0,0,0,0,50,224,382,746,31,26,0,0,0,0,0,36,0,0,0,0,0,0,19,18,13,10,26,0,0,0,0,0,0,0,0,0,0,0,13
779,350,0,569,0,0,0,50,0,0,0,0,0,0,3,224,382,746,31,36,0,26,0,0,0,19,0,0,0,0,0,0,41,18,13,10,7,0,26,0,0,0,0,0,0,0,0,0,61
779,50,0,350,0,0,0,3,0,0,0,0,0,0,745,224,382,746,31,19,0,36,0,0,0,41,0,0,0,0,0,0,13,18,13,10,31,0,7,0,0,0,0,0,0,0,0,0,69
779,3,0,50,0,0,0,745,0,0,0,0,0,0,198,224,382,746,31,41,0,19,0,0,0,13,0,0,0,0,0,0,32,18,13,10,35,0,31,0,0,0,0,0,0,0,0,0,45
779,745,0,3,0,0,0,198,432,0,0,0,0,0,1,224,382,746,31,13,0,41,0,0,0,32,24,0,0,0,0,0,0,18,13,10,23,0,35,0,0,0,31,0,0,0,0,0,0
224,0,0,0,0,0,0,779,745,0,3,0,0,0,198,382,746,504,18,0,0,0,0,0,0,31,13,0,41,0,0,0,32,13,10,18,0,0,0,0,0,0,23,0,35,0,0,0,0
382,0,0,0,0,0,0,224,0,0,0,0,0,0,779,746,504,576,13,0,0,0,0,0,0,18,0,0,0,0,0,0,31,10,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0
746,0,0,0,0,0,0,382,0,0,0,0,0,0,224,504,576,411,10,0,0,0,0,0,0,13,0,0,0,0,0,0,18,18,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0
504,0,0,0,0,0,0,746,0,0,0,0,0,0,382,576,411,219,18,0,0,0,0,0,0,10,0,0,0,0,0,0,13,13,18,8,0,0,0,0,0,0,0,0,0,0,0,0,35
504,746,0,0,0,0,0,382,0,0,0,0,0,0,224,576,411,219,18,10,0,0,0,0,0,13,0,0,0,0,0,0,18,13,18,8,18,0,0,0,0,0,0,0,0,0,0,0,17
504,382,0,746,0,0,0,224,0,0,0,0,0,0,779,576,411,219,18,13,0,10,0,0,0,18,0,0,0,0,0,0,31,13,18,8,9,0,18,0,0,0,0,0,0,0,0,0,0
576,0,0,0,0,0,0,504,382,0,746,0,0,0,224,411,219,662,13,0,0,0,0,0,0,18,13,0,10,0,0,0,18,18,8,18,0,0,0,0,0,0,9,0,18,0,0,0,0
411,0,0,0,0,0,0,576,0,0,0,0,0,0,504,219,662,9,18,0,0,0,0,0,0,13,0,0,0,0,0,0,18,8,18,2,0,0,0,0,0,0,0,0,0,0,0,0,17
411,576,0,0,0,0,0,504,382,0,746,0,0,0,224,219,662,9,18,13,0,0,0,0,0,18,13,0,10,0,0,0,18,8,18,2,9,0,0,0,0,0,9,0,18,0,0,0,0
219,0,0,0,0,0,0,411,576,0,0,0,0,0,504,662,9,750,8,0,0,0,0,0,0,18,13,0,0,0,0,0,18,18,2,24,0,0,0,0,0,0,9,0,0,0,0,0,20
411,576,0,0,219,0,0,504,382,0,746,0,0,0,224,662,9,750,18,13,0,0,8,0,0,18,13,0,10,0,0,0,18,18,2,24,9,0,0,10,0,0,9,0,18,0,0,0,0
662,0,0,0,0,0,0,411,576,0,0,219,0,0,504,9,750,245,18,0,0,0,0,0,0,18,13,0,0,8,0,0,18,2,24,32,0,0,0,0,0,0,9,0,0,10,0,0,28
411,576,0,0,662,0,219,504,382,0,746,0,0,0,224,9,750,245,18,13,0,0,18,0,8,18,13,0,10,0,0,0,18,2,24,32,9,0,0,14,0,10,9,0,18,0,0,0,54
504,382,0,746,411,662,0,224,0,0,0,0,0,0,779,9,750,245,18,13,0,10,18,18,0,18,0,0,0,0,0,0,31,2,24,32,9,0,18,27,14,0,0,0,0,0,0,0,54
224,0,0,0,504,411,0,779,745,0,3,0,0,0,198,9,750,245,18,0,0,0,18,18,0,31,13,0,41,0,0,0,32,2,24,32,0,0,0,27,27,0,23,0,35,0,0,0,40
779,745,0,3,224,504,0,198,432,0,0,0,0,0,1,9,750,245,31,13,0,41,18,18,0,32,24,0,0,0,0,0,0,2,24,32,23,0,35,20,27,0,31,0,0,0,0,0,0
9,0,0,0,0,0,0,779,745,0,3,224,504,0,198,750,245,496,2,0,0,0,0,0,0,31,13,0,41,18,18,0,32,24,32,34,0,0,0,0,0,0,23,0,35,20,27,0,70
779,745,0,3,9,0,224,198,432,0,0,0,0,0,1,750,245,496,31,13,0,41,2,0,18,32,24,0,0,0,0,0,0,24,32,34,23,0,35,35,0,20,31,0,0,0,0,0,0
750,0,0,0,0,0,0,779,745,0,3,9,0,224,198,245,496,595,24,0,0,0,0,0,0,31,13,0,41,2,0,18,32,32,34,13,0,0,0,0,0,0,23,0,35,35,0,20,0
245,0,0,0,0,0,0,750,0,0,0,0,0,0,779,496,595,576,32,0,0,0,0,0,0,24,0,0,0,0,0,0,31,34,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0
496,0,0,0,0,0,0,245,0,0,0,0,0,0,750,595,576,169,34,0,0,0,0,0,0,32,0,0,0,0,0,0,24,13,13,19,0,0,0,0,0,0,0,0,0,0,0,0,15
496,245,0,0,0,0,0,750,0,0,0,0,0,0,779,595,576,169,34,32,0,0,0,0,0,24,0,0,0,0,0,0,31,13,13,19,8,0,0,0,0,0,0,0,0,0,0,0,63
496,750,0,245,0,0,0,779,745,0,3,9,0,224,198,595,576,169,34,24,0,32,0,0,0,31,13,0,41,2,0,18,32,13,13,19,32,0,8,0,0,0,23,0,35,35,0,20,0
595,0,0,0,0,0,0,496,750,0,245,0,0,0,779,576,169,468,13,0,0,0,0,0,0,34,24,0,32,0,0,0,31,13,19,13,0,0,0,0,0,0,32,0,8,0,0,0,0
576,0,0,0,0,0,0,595,0,0,0,0,0,0,496,169,468,462,13,0,0,0,0,0,0,13,0,0,0,0,0,0,34,19,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0
169,0,0,0,0,0,0,576,0,0,0,0,0,0,595,468,462,202,19,0,0,0,0,0,0,13,0,0,0,0,0,0,13,13,18,13,0,0,0,0,0,0,0,0,0,0,0,0,17
169,576,0,0,0,0,0,595,0,0,0,0,0,0,496,468,462,202,19,13,0,0,0,0,0,13,0,0,0,0,0,0,34,13,18,13,9,0,0,0,0,0,0,0,0,0,0,0,17
169,595,0,576,0,0,0,496,750,0,245,0,0,0,779,468,462,202,19,13,0,13,0,0,0,34,24,0,32,0,0,0,31,13,18,13,9,0,9,0,0,0,32,0,8,0,0,0,54
496,750,0,245,169,0,0,779,745,0,3,9,0,224,198,468,462,202,34,24,0,32,19,0,0,31,13,0,41,2,0,18,32,13,18,13,32,0,8,27,0,0,23,0,35,35,0,20,0
468,0,0,0,0,0,0,496,750,0,245,169,0,0,779,462,202,745,13,0,0,0,0,0,0,34,24,0,32,19,0,0,31,18,13,10,0,0,0,0,0,0,32,0,8,27,0,0,0
462,0,0,0,0,0,0,468,0,0,0,0,0,0,496,202,745,703,18,0,0,0,0,0,0,13,0,0,0,0,0,0,34,13,10,18,0,0,0,0,0,0,0,0,0,0,0,0,17
462,468,0,0,0,0,0,496,750,0,245,169,0,0,779,202,745,703,18,13,0,0,0,0,0,34,24,0,32,19,0,0,31,13,10,18,9,0,0,0,0,0,32,0,8,27,0,0,54
496,750,0,245,462,0,169,779,745,0,3,9,0,224,198,202,745,703,34,24,0,32,18,0,19,31,13,0,41,2,0,18,32,13,10,18,32,0,8,27,0,27,23,0,35,35,0,20,0
202,0,0,0,0,0,0,496,750,0,245,462,0,169,779,745,703,245,13,0,0,0,0,0,0,34,24,0,32,18,0,19,31,10,18,32,0,0,0,0,0,0,32,0,8,27,0,27,0
745,0,0,0,0,0,0,202,0,0,0,0,0,0,496,703,245,353,10,0,0,0,0,0,0,13,0,0,0,0,0,0,34,18,32,34,0,0,0,0,0,0,0,0,0,0,0,0,0
703,0,0,0,0,0,0,745,0,0,0,0,0,0,202,245,353,468,18,0,0,0,0,0,0,10,0,0,0,0,0,0,13,32,34,13,0,0,0,0,0,0,0,0,0,0,0,0,35
703,745,0,0,0,0,0,202,0,0,0,0,0,0,496,245,353,468,18,10,0,0,0,0,0,13,0,0,0,0,0,0,34,32,34,13,18,0,0,0,0,0,0,0,0,0,0,0,0
245,0,0,0,0,0,0,703,745,0,0,0,0,0,202,353,468,138,32,0,0,0,0,0,0,18,10,0,0,0,0,0,13,34,13,19,0,0,0,0,0,0,18,0,0,0,0,0,0
353,0,0,0,0,0,0,245,0,0,0,0,0,0,703,468,138,410,34,0,0,0,0,0,0,32,0,0,0,0,0,0,18,13,19,13,0,0,0,0,0,0,0,0,0,0,0,0,15
353,245,0,0,0,0,0,703,745,0,0,0,0,0,202,468,138,410,34,32,0,0,0,0,0,18,10,0,0,0,0,0,13,13,19,13,8,0,0,0,0,0,18,0,0,0,0,0,63
353,703,745,245,0,0,0,202,0,0,0,0,0,0,496,468,138,410,34,18,10,32,0,0,0,13,0,0,0,0,0,0,34,13,19,13,32,18,8,0,0,0,0,0,0,0,0,0,45
353,202,0,703,0,0,0,496,750,0,245,462,0,169,779,468,138,410,34,13,0,18,0,0,0,34,24,0,32,18,0,19,31,13,19,13,23,0,32,0,0,0,32,0,8,27,0,27,0
468,0,0,0,0,0,0,353,202,0,703,0,0,0,496,138,410,746,13,0,0,0,0,0,0,34,13,0,18,0,0,0,34,19,13,10,0,0,0,0,0,0,23,0,32,0,0,0,0
138,0,0,0,0,0,0,468,0,0,0,0,0,0,353,410,746,811,19,0,0,0,0,0,0,13,0,0,0,0,0,0,34,13,10,14,0,0,0,0,0,0,0,0,0,0,0,0,17
138,468,0,0,0,0,0,353,202,0,703,0,0,0,496,410,746,811,19,13,0,0,0,0,0,34,13,0,18,0,0,0,34,13,10,14,9,0,0,0,0,0,23,0,32,0,0,0,54
353,202,0,703,138,0,0,496,750,0,245,462,0,169,779,410,746,811,34,13,0,18,19,0,0,34,24,0,32,18,0,19,31,13,10,14,23,0,32,27,0,0,32,0,8,27,0,27,0
410,0,0,0,0,0,0,353,202,0,703,138,0,0,496,746,811,823,13,0,0,0,0,0,0,34,13,0,18,19,0,0,34,10,14,18,0,0,0,0,0,0,23,0,32,27,0,0,0
746,0,0,0,0,0,0,410,0,0,0,0,0,0,353,811,823,764,10,0,0,0,0,0,0,13,0,0,0,0,0,0,34,14,18,30,0,0,0,0,0,0,0,0,0,0,0,0,0
811,0,0,0,0,0,0,746,0,0,0,0,0,0,410,823,764,679,14,0,0,0,0,0,0,10,0,0,0,0,0,0,13,18,30,31,0,0,0,0,0,0,0,0,0,0,0,0,0
823,0,0,0,0,0,0,811,0,0,0,0,0,0,746,764,679,3,18,0,0,0,0,0,0,14,0,0,0,0,0,0,10,30,31,1,0,0,0,0,0,0,0,0,0,0,0,0,9
823,811,0,0,0,0,0,746,0,0,0,0,0,0,410,764,679,3,18,14,0,0,0,0,0,10,0,0,0,0,0,0,13,30,31,1,5,0,0,0,0,0,0,0,0,0,0,0,35
823,746,0,811,0,0,0,410,0,0,0,0,0,0,353,764,679,3,18,10,0,14,0,0,0,13,0,0,0,0,0,0,34,30,31,1,18,0,5,0,0,0,0,0,0,0,0,0,0
764,0,0,0,0,0,0,823,746,0,811,0,0,0,410,679,3,9,30,0,0,0,0,0,0,18,10,0,14,0,0,0,13,31,1,2,0,0,0,0,0,0,18,0,5,0,0,0,0
679,0,0,0,0,0,0,764,0,0,0,0,0,0,823,3,9,219,31,0,0,0,0,0,0,30,0,0,0,0,0,0,18,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,45
679,764,0,0,0,0,0,823,746,0,811,0,0,0,410,3,9,219,31,30,0,0,0,0,0,18,10,0,14,0,0,0,13,1,2,8,23,0,0,0,0,0,18,0,5,0,0,0,61
679,823,746,764,0,0,0,410,0,0,0,0,0,0,353,3,9,219,31,18,10,30,0,0,0,13,0,0,0,0,0,0,34,1,2,8,31,18,23,0,0,0,0,0,0,0,0,0,45
679,410,0,823,0,0,0,353,202,0,703,138,0,0,496,3,9,219,31,13,0,18,0,0,0,34,13,0,18,19,0,0,34,1,2,8,23,0,31,0,0,0,23,0,32,27,0,0,6
353,202,0,703,679,0,138,496,750,0,245,462,0,169,779,3,9,219,34,13,0,18,31,0,19,34,24,0,32,18,0,19,31,1,2,8,23,0,32,3,0,27,32,0,8,27,0,27,6
496,750,0,245,353,679,462,779,745,0,3,9,0,224,198,3,9,219,34,24,0,32,34,31,18,31,13,0,41,2,0,18,32,1,2,8,32,0,8,3,3,27,23,0,35,35,0,20,68
779,745,0,3,496,353,9,198,432,0,0,0,0,0,1,3,9,219,31,13,0,41,34,34,2,32,24,0,0,0,0,0,0,1,2,8,23,0,35,34,3,35,31,0,0,0,0,0,0
3,0,0,0,0,0,0,779,745,0,3,496,353,9,198,9,219,745,1,0,0,0,0,0,0,31,13,0,41,34,34,2,32,2,8,13,0,0,0,0,0,0,23,0,35,34,3,35,70
779,745,0,3,3,0,496,198,432,0,0,0,0,0,1,9,219,745,31,13,0,41,1,0,34,32,24,0,0,0,0,0,0,2,8,13,23,0,35,35,0,34,31,0,0,0,0,0,0
9,0,0,0,0,0,0,779,745,0,3,3,0,496,198,219,745,3,2,0,0,0,0,0,0,31,13,0,41,1,0,34,32,8,13,41,0,0,0,0,0,0,23,0,35,35,0,34,70
779,745,0,3,9,0,3,198,432,0,0,0,0,0,1,219,745,3,31,13,0,41,2,0,1,32,24,0,0,0,0,0,0,8,13,41,23,0,35,35,0,35,31,0,0,0,0,0,0
219,0,0,0,0,0,0,779,745,0,3,9,0,3,198,745,3,746,8,0,0,0,0,0,0,31,13,0,41,2,0,1,32,13,41,10,0,0,0,0,0,0,23,0,35,35,0,35,20
779,745,0,3,219,0,9,198,432,0,0,0,0,0,1,745,3,746,31,13,0,41,8,0,2,32,24,0,0,0,0,0,0,13,41,10,23,0,35,10,0,35,31,0,0,0,0,0,0
745,0,0,0,0,0,0,779,745,0,3,219,0,9,198,3,746,324,13,0,0,0,0,0,0,31,13,0,41,8,0,2,32,41,10,18,0,0,0,0,0,0,23,0,35,10,0,35,0
3,0,0,0,0,0,0,745,0,0,0,0,0,0,779,746,324,815,41,0,0,0,0,0,0,13,0,0,0,0,0,0,31,10,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0
746,0,0,0,0,0,0,3,0,0,0,0,0,0,745,324,815,300,10,0,0,0,0,0,0,41,0,0,0,0,0,0,13,18,17,31,0,0,0,0,0,0,0,0,0,0,0,0,0
324,0,0,0,0,0,0,746,0,0,0,0,0,0,3,815,300,805,18,0,0,0,0,0,0,10,0,0,0,0,0,0,41,17,31,40,0,0,0,0,0,0,0,0,0,0,0,0,35
324,746,0,0,0,0,0,3,0,0,0,0,0,0,745,815,300,805,18,10,0,0,0,0,0,41,0,0,0,0,0,0,13,17,31,40,18,0,0,0,0,0,0,0,0,0,0,0,0
815,0,0,0,0,0,0,324,746,0,0,0,0,0,3,300,805,746,17,0,0,0,0,0,0,18,10,0,0,0,0,0,41,31,40,10,0,0,0,0,0,0,18,0,0,0,0,0,0
300,0,0,0,0,0,0,815,0,0,0,0,0,0,324,805,746,325,31,0,0,0,0,0,0,17,0,0,0,0,0,0,18,40,10,14,0,0,0,0,0,0,0,0,0,0,0,0,13
300,815,0,0,0,0,0,324,746,0,0,0,0,0,3,805,746,325,31,17,0,0,0,0,0,18,10,0,0,0,0,0,41,40,10,14,7,0,0,0,0,0,18,0,0,0,0,0,61
300,324,746,815,0,0,0,3,0,0,0,0,0,0,745,805,746,325,31,18,10,17,0,0,0,41,0,0,0,0,0,0,13,40,10,14,31,18,7,0,0,0,0,0,0,0,0,0,69
300,3,0,324,0,0,0,745,0,0,0,0,0,0,779,805,746,325,31,41,0,18,0,0,0,13,0,0,0,0,0,0,31,40,10,14,35,0,31,0,0,0,0,0,0,0,0,0,45
300,745,0,3,0,0,0,779,745,0,3,219,0,9,198,805,746,325,31,13,0,41,0,0,0,31,13,0,41,8,0,2,32,40,10,14,23,0,35,0,0,0,23,0,35,10,0,35,0
805,0,0,0,0,0,0,300,745,0,3,0,0,0,779,746,325,260,40,0,0,0,0,0,0,31,13,0,41,0,0,0,31,10,14,21,0,0,0,0,0,0,23,0,35,0,0,0,0
746,0,0,0,0,0,0,805,0,0,0,0,0,0,300,325,260,576,10,0,0,0,0,0,0,40,0,0,0,0,0,0,31,14,21,13,0,0,0,0,0,0,0,0,0,0,0,0,0
325,0,0,0,0,0,0,746,0,0,0,0,0,0,805,260,576,51,14,0,0,0,0,0,0,10,0,0,0,0,0,0,40,21,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0
260,0,0,0,0,0,0,325,0,0,0,0,0,0,746,576,51,219,21,0,0,0,0,0,0,14,0,0,0,0,0,0,10,13,20,8,0,0,0,0,0,0,0,0,0,0,0,0,9
260,325,0,0,0,0,0,746,0,0,0,0,0,0,805,576,51,219,21,14,0,0,0,0,0,10,0,0,0,0,0,0,40,13,20,8,5,0,0,0,0,0,0,0,0,0,0,0,35
260,746,0,325,0,0,0,805,0,0,0,0,0,0,300,576,51,219,21,10,0,14,0,0,0,40,0,0,0,0,0,0,31,13,20,8,18,0,5,0,0,0,0,0,0,0,0,0,0
576,0,0,0,0,0,0,260,746,0,325,0,0,0,805,51,219,125,13,0,0,0,0,0,0,21,10,0,14,0,0,0,40,20,8,20,0,0,0,0,0,0,18,0,5,0,0,0,0
51,0,0,0,0,0,0,576,0,0,0,0,0,0,260,219,125,824,20,0,0,0,0,0,0,13,0,0,0,0,0,0,21,8,20,17,0,0,0,0,0,0,0,0,0,0,0,0,17
51,576,0,0,0,0,0,260,746,0,325,0,0,0,805,219,125,824,20,13,0,0,0,0,0,21,10,0,14,0,0,0,40,8,20,17,9,0,0,0,0,0,18,0,5,0,0,0,0
219,0,0,0,0,0,0,51,576,0,0,0,0,0,260,125,824,245,8,0,0,0,0,0,0,20,13,0,0,0,0,0,21,20,17,31,0,0,0,0,0,0,9,0,0,0,0,0,20
51,576,0,0,219,0,0,260,746,0,325,0,0,0,805,125,824,245,20,13,0,0,8,0,0,21,10,0,14,0,0,0,40,20,17,31,9,0,0,10,0,0,18,0,5,0,0,0,0
125,0,0,0,0,0,0,51,576,0,0,219,0,0,260,824,245,353,20,0,0,0,0,0,0,20,13,0,0,8,0,0,21,17,31,34,0,0,0,0,0,0,9,0,0,10,0,0,28
51,576,0,0,125,0,219,260,746,0,325,0,0,0,805,824,245,353,20,13,0,0,20,0,8,21,10,0,14,0,0,0,40,17,31,34,9,0,0,14,0,10,18,0,5,0,0,0,54
260,746,0,325,51,125,0,805,0,0,0,0,0,0,300,824,245,353,21,10,0,14,20,20,0,40,0,0,0,0,0,0,31,17,31,34,18,0,5,27,14,0,0,0,0,0,0,0,0
824,0,0,0,0,0,0,260,746,0,325,51,125,0,805,245,353,9,17,0,0,0,0,0,0,21,10,0,14,20,20,0,40,31,34,2,0,0,0,0,0,0,18,0,5,27,14,0,0
245,0,0,0,0,0,0,824,0,0,0,0,0,0,260,353,9,330,31,0,0,0,0,0,0,17,0,0,0,0,0,0,21,34,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0
353,0,0,0,0,0,0,245,0,0,0,0,0,0,824,9,330,9,34,0,0,0,0,0,0,31,0,0,0,0,0,0,17,2,34,2,0,0,0,0,0,0,0,0,0,0,0,0,15
353,245,0,0,0,0,0,824,0,0,0,0,0,0,260,9,330,9,34,31,0,0,0,0,0,17,0,0,0,0,0,0,21,2,34,2,8,0,0,0,0,0,0,0,0,0,0,0,13
353,824,0,245,0,0,0,260,746,0,325,51,125,0,805,9,330,9,34,17,0,31,0,0,0,21,10,0,14,20,20,0,40,2,34,2,7,0,8,0,0,0,18,0,5,27,14,0,63
353,260,746,824,0,0,0,805,0,0,0,0,0,0,300,9,330,9,34,21,10,17,0,0,0,40,0,0,0,0,0,0,31,2,34,2,32,18,7,0,0,0,0,0,0,0,0,0,45
